State_Abbrev,year,State_Name,pop_millions,percapita_health_spending_thousands,medicaid_enroll_percapita,prev2years_drugusecalc,prev2years_aud,prev2years_marijuana,Gender_Male,Ethnicity_HispanicorLatino,Race_White,Insurance_Uninsured,Unemployment,Income,Forprofit,Government,Nonprofit,count_tx_total
MD,2018,Maryland,6.042153,9.934,0.217472149,1.43505,5.7614,11.0364,47.70658465,7.796983447,62.08732408,6,3.8,103400,233,41,139,413
MD,2019,Maryland,6.054954,10.248,0.218663924,1.22155,5.1042,10.1857,47.71131307,8.961647517,59.77831638,5.9,3.4,113000,261,40,130,431
MD,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268,35,129,432
MD,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,41,146,462
MD,2022,Maryland,6.19244,NA,NA,1.06645,5.2084,11.3739,48.69545117,11.46561205,57.27353982,6,3,112500,273,37,147,457
MD,2023,Maryland,6.217062,NA,NA,1.446032753,11.17759812,14.92927908,48.61294513,12.64144041,57.18252958,NA,2.2,102000,357,29,128,514
ME,2015,Maine,1.329098,9.591,0.22947894,1.00395,5.9699,12.9143,48.3989239,1.163873414,96.11764011,8.6,4.4,63760,100,10,98,208
ME,2016,Maine,1.332348,10.018,0.225916953,1.25215,5.5744,13.9832,48.3989239,1.163873414,96.11764011,7.9,3.8,63330,132,7,90,229
ME,2017,Maine,1.335743,10.399,0.220850867,1.21245,5.9669,15.1183,48.3989239,1.163873414,96.11764011,7.8,3.4,65240,104,6,89,199
ME,2018,Maine,1.340123,10.95,0.214159447,1.25255,5.9084,16.308,48.3989239,1.163873414,96.11764011,7.8,3.2,70370,88,8,85,181
ME,2019,Maine,1.34577,11.488,0.227379121,1.42925,6.4512,17.0937,48.45059115,1.515198511,95.34100861,8.1,2.9,78660,99,8,79,186
ME,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,8,80,196
ME,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,4,78,164
ME,2022,Maine,1.390922,NA,NA,1.34425,5.9538,18.13,49.3187232,2.092338343,93.92690603,6.5,2.9,78150,90,5,64,159
ME,2023,Maine,1.399646,NA,NA,1.464419488,11.09521523,22.07140249,49.26160081,2.284337425,93.70419038,NA,2.6,75740,82,4,52,138
MI,2015,Michigan,9.934483,8.372,0.242589373,0.7241,6.4925,10.404,48.5175589,3.786937089,81.6047363,6,5.4,68090,153,55,255,463
MI,2016,Michigan,9.954117,8.707,0.253764347,0.85945,5.9693,10.2894,48.5175589,3.786937089,81.6047363,5.3,5,71090,162,62,255,479
MI,2017,Michigan,9.976752,8.94,0.234344805,0.9648,6.1015,10.8094,48.5175589,3.786937089,81.6047363,5.1,4.6,69030,162,54,240,456
MI,2018,Michigan,9.987286,9.142,0.263535058,1.0787,5.8576,12.002,48.5175589,3.786937089,81.6047363,5.4,4.2,72510,170,56,239,465
MI,2019,Michigan,9.984795,9.532,0.260395932,1.15995,5.6752,13.0815,48.73196668,4.42515823,80.757435,5.8,4.1,75790,166,57,244,467
MI,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,55,251,455
MI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,102,248,487
MI,2022,Michigan,10.050877,NA,NA,1.15335,6.1202,14.4238,49.65604832,5.71564223,78.79453819,4.6,4.2,71730,147,92,244,483
MI,2023,Michigan,10.083356,NA,NA,0.956649677,10.72149686,19.63741789,49.55077884,5.978742607,78.69354996,NA,3.9,76960,136,44,214,394
MN,2015,Minnesota,5.484002,9.163,0.220824135,0.7839,6.7233,7.3354,49.25364148,3.920573478,88.4333592,4.5,3.8,86340,144,45,163,352
MN,2016,Minnesota,5.52536,9.54,0.223876815,0.9944,6.7532,7.738,49.25364148,3.920573478,88.4333592,4.2,3.9,87440,165,44,161,370
MN,2017,Minnesota,5.569283,9.782,0.214928924,1.0992,6.0909,7.4705,49.25364148,3.920573478,88.4333592,4.5,3.4,85630,162,43,151,356
MN,2018,Minnesota,5.608762,10.174,0.206640966,1.0354,5.4074,7.9063,49.25364148,3.920573478,88.4333592,4.3,3,86150,170,45,163,378
MN,2019,Minnesota,5.640053,10.51,0.199288907,1.479,5.5727,9.8126,49.43653687,4.541347031,86.27738485,4.8,3.3,96250,185,45,173,403
MN,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195,43,163,401
MN,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,48,173,411
MN,2022,Minnesota,5.721621,NA,NA,1.3178,6.0573,10.3128,50.22080801,5.971716146,82.59391337,4.3,2.5,93980,211,46,155,412
MN,2023,Minnesota,5.753048,NA,NA,1.104324744,12.72517023,16.37982177,50.11184376,6.460726588,82.25376291,NA,2.8,90340,194,33,146,373
MO,2015,Missouri,6.075411,8.261,0.177107359,0.74195,6.7544,8.1361,48.40429036,3.10134063,85.07684888,9.8,5.1,74370,60,12,193,265
MO,2016,Missouri,6.091384,8.608,0.192731241,0.8475,6.5394,8.1698,48.40429036,3.10134063,85.07684888,9,4.6,68510,67,14,205,286
MO,2017,Missouri,6.111382,8.824,0.193573238,0.8645,6.1682,8.3202,48.40429036,3.10134063,85.07684888,9.1,3.8,69180,61,11,185,257
MO,2018,Missouri,6.125986,9.032,0.184296863,1.0143,5.6799,8.6844,48.40429036,3.10134063,85.07684888,9.4,3.2,74050,61,11,201,273
MO,2019,Missouri,6.140475,9.431,0.166925197,0.9152,5.3558,8.8062,48.45397556,3.620672579,84.286806,10.1,3.2,71630,63,9,209,281
MO,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,10,205,278
MO,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,22,247,335
MO,2022,Missouri,6.179414,NA,NA,0.8628,5.5559,9.3017,49.44710687,4.831451562,82.48074566,8.4,2.6,74360,47,18,243,308
MO,2023,Missouri,6.208038,NA,NA,1.004224529,11.02664731,17.06366324,49.34659489,5.341682811,82.38951698,NA,3.1,78290,42,6,201,249
MS,2015,Mississippi,2.990231,7.777,0.251151165,0.62455,6.1892,5.874,47.8015645,2.544973141,62.08564994,12.5,6.5,50300,16,38,45,99
MS,2016,Mississippi,2.990595,8.17,0.252123741,0.6159,5.4831,5.3619,47.8015645,2.544973141,62.08564994,11.8,6,51180,17,26,52,95
MS,2017,Mississippi,2.990674,8.392,0.249442099,0.8127,4.8791,5.7715,47.8015645,2.544973141,62.08564994,12.1,5.2,52960,16,22,51,89
MS,2018,Mississippi,2.982879,8.417,0.238360322,0.8195,4.7694,7.1683,47.8015645,2.544973141,62.08564994,12.3,4.9,51320,22,23,53,98
MS,2019,Mississippi,2.978227,8.745,0.23537494,0.91005,4.7119,7.2055,47.72120445,2.830734035,60.88573519,12.9,5.5,52940,30,26,54,110
MS,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,55,105
MS,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,35,72,149
MS,2022,Mississippi,2.941939,NA,NA,0.9523,5.1465,8.1229,48.59688094,3.567243764,58.83188659,10.8,3.8,50540,39,30,65,134
MS,2023,Mississippi,2.943172,NA,NA,1.007052972,10.37584421,11.75695122,48.49892336,3.882280104,58.73007018,NA,3.1,55060,27,26,46,99
MT,2015,Montana,1.031495,8.344,0.127000131,0.76895,8.0422,10.1997,49.96099804,2.679611601,91.36132019,11.6,4.3,64570,9,18,39,66
MT,2016,Montana,1.042137,8.68,0.200549448,0.8774,7.366,11.3184,49.96099804,2.679611601,91.36132019,8.4,4.3,71070,8,18,38,64
MT,2017,Montana,1.053862,9.03,0.228682693,1.10655,7.6467,12.3598,49.96099804,2.679611601,91.36132019,9.1,4.1,70250,13,16,41,70
MT,2018,Montana,1.061818,9.354,0.242037713,1.17895,8.0118,13.3965,49.96099804,2.679611601,91.36132019,8.1,3.7,69190,17,17,38,72
MT,2019,Montana,1.070123,9.808,0.236421421,1.1734,7.8748,14.906,50.06757921,3.3482915,90.80221341,8.3,3.5,71150,30,14,44,88
MT,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,17,74,129
MT,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,10,63,117
MT,2022,Montana,1.122095,NA,NA,1.3219,7.9242,15.3997,50.74919826,4.516919635,88.71745273,8.1,2.7,75870,43,12,66,121
MT,2023,Montana,1.131302,NA,NA,1.000329442,12.38059276,19.51321492,50.66515891,4.736178642,88.70836467,NA,2.7,79220,31,6,52,89
NC,2015,North Carolina,10.037218,7.594,0.178336268,0.93555,6.5076,6.7237,48.0095416,6.886143802,73.34277835,11.3,5.7,63820,222,34,184,440
NC,2016,North Carolina,10.161802,7.886,0.186679489,1.06965,5.6234,7.4308,48.0095416,6.886143802,73.34277835,10.5,5.1,66950,260,35,194,489
NC,2017,North Carolina,10.275758,8.105,0.1920053,1.2012,4.9597,7.9157,48.0095416,6.886143802,73.34277835,10.7,4.5,60630,252,36,184,472
NC,2018,North Carolina,10.391358,8.285,0.193429964,1.24945,4.6949,8.117,48.0095416,6.886143802,73.34277835,10.9,4,64020,279,38,196,513
NC,2019,North Carolina,10.501384,8.619,0.191498568,1.142,5.1037,7.9077,47.97941399,7.730854489,72.15845638,11.4,3.9,72290,313,38,201,552
NC,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,33,218,611
NC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,33,197,551
NC,2022,North Carolina,10.710793,NA,NA,1.20035,5.4638,9.3906,48.97506518,10.48707198,69.915991,9.4,3.7,67660,359,32,180,571
NC,2023,North Carolina,10.881189,NA,NA,1.211258374,10.41325113,10.92114817,48.88123667,11.4293021,69.81248935,NA,3.5,68610,298,24,188,510
ND,2015,North Dakota,0.755537,9.357,0.111179201,0.8467,8.1495,5.791,51.06862426,2.240179557,91.3893545,8.3,2.8,72130,30,17,17,64
ND,2016,North Dakota,0.756114,9.682,0.122997326,0.731,7.441,5.9227,51.06862426,2.240179557,91.3893545,7.8,3,74940,30,16,14,60
ND,2017,North Dakota,0.756755,9.961,0.122893142,0.80405,7.3424,5.6081,51.06862426,2.240179557,91.3893545,7.5,2.6,73630,32,17,22,71
ND,2018,North Dakota,0.760062,10.269,0.121042757,1.0466,6.9673,6.5705,51.06862426,2.240179557,91.3893545,7.7,2.4,79780,36,21,21,78
ND,2019,North Dakota,0.763724,10.653,0.116534245,0.9849,6.9379,7.8712,51.21823233,3.326988373,89.0846109,7.4,2.2,82780,41,21,23,85
ND,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,21,25,87
ND,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15,24,77
ND,2022,North Dakota,0.781057,NA,NA,0.93525,6.8329,7.9545,51.39009908,4.629386047,86.63143671,6.6,2.1,81840,28,13,23,64
ND,2023,North Dakota,0.789047,NA,NA,1.007612481,14.52837344,11.96642828,51.29157599,4.870995477,86.44884849,NA,2,76960,23,11,24,58
NE,2015,Nebraska,1.892059,8.579,0.115218394,0.77125,8.0299,5.8121,49.26769142,7.839031287,91.26190033,7.8,3,75970,29,23,80,132
NE,2016,Nebraska,1.906483,8.943,0.119067414,0.8413,7.3369,6.3974,49.26769142,7.839031287,91.26190033,8.9,3.1,73930,26,24,86,136
NE,2017,Nebraska,1.916998,9.189,0.121022557,0.87355,6.2537,7.3683,49.26769142,7.839031287,91.26190033,8.6,3,72910,24,22,79,125
NE,2018,Nebraska,1.925512,9.492,0.122045461,1.0183,6.1918,7.892,49.26769142,7.839031287,91.26190033,8.5,2.9,81060,26,22,76,124
NE,2019,Nebraska,1.932571,9.917,0.11952989,1.1092,6.2535,8.431,49.49757576,9.179781097,89.8047974,7.9,3.1,86370,32,18,81,131
NE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,20,74,123
NE,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,24,100,149
NE,2022,Nebraska,1.972246,NA,NA,1.0498,6.1184,8.617,50.34099403,12.32350046,87.49747831,6.8,2.2,81480,28,22,97,147
NE,2023,Nebraska,1.987864,NA,NA,1.023841827,11.85679647,10.78086895,50.28116453,12.94145358,87.25269526,NA,2.3,89190,24,14,66,104
NH,2015,New Hampshire,1.33748,9.763,0.137572151,1.5981,7.9816,11.6647,48.95492124,2.600307947,94.93402819,6.9,3.4,95070,22,2,34,58
NH,2016,New Hampshire,1.343694,10.157,0.151076063,1.96765,7.6193,12.3054,48.95492124,2.600307947,94.93402819,6.4,2.9,94960,31,1,32,64
NH,2017,New Hampshire,1.350395,10.573,0.149585862,1.93495,6.3619,12.4248,48.95492124,2.600307947,94.93402819,5.7,2.8,92550,36,0,31,67
NH,2018,New Hampshire,1.355064,10.974,0.142428697,1.52435,6.5095,13.2791,48.95492124,2.600307947,94.93402819,5.2,2.6,97580,35,1,36,72
NH,2019,New Hampshire,1.360783,11.31,0.137420882,1.6645,7.0845,14.7243,49.16253242,3.414123826,93.84523773,6.4,2.6,102700,39,1,40,80
NH,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,55,109
NH,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,8,44,115
NH,2022,New Hampshire,1.396678,NA,NA,1.56565,6.8546,14.564,50.01386867,4.600815206,92.55908161,4.5,2.4,88350,61,8,53,122
NH,2023,New Hampshire,1.402199,NA,NA,0.871055946,12.25378038,15.12825863,49.90485388,4.841468303,92.52361179,NA,2.3,98780,50,1,42,93
NJ,2015,New Jersey,8.870312,9.483,0.190974117,0.94635,6.8158,6.2942,48.09006808,17.2329092,74.77888109,8.8,5.7,85880,146,21,210,377
NJ,2016,New Jersey,8.873584,9.979,0.194509907,1.28145,5.9677,7.0252,48.09006808,17.2329092,74.77888109,7.7,4.9,85260,154,20,197,371
NJ,2017,New Jersey,8.888147,10.34,0.195766339,1.3078,5.0994,6.8745,48.09006808,17.2329092,74.77888109,7.6,4.5,87180,153,16,175,344
NJ,2018,New Jersey,8.89173,10.665,0.191413819,1.2472,5.0333,7.3461,48.09006808,17.2329092,74.77888109,7.4,4,88980,171,18,180,369
NJ,2019,New Jersey,8.891258,11.264,0.183326139,1.12275,5.0705,8.1138,48.26508348,18.97566426,72.95135659,7.9,3.5,103700,174,18,178,370
NJ,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,17,175,383
NJ,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,24,204,437
NJ,2022,New Jersey,9.295227,NA,NA,1.07765,4.6139,9.2167,49.2891639,21.90171587,70.71887134,6.9,3.9,96010,219,15,198,432
NJ,2023,New Jersey,9.379642,NA,NA,1.122699599,11.08124929,13.97842682,49.21311214,22.66052126,70.40247487,NA,4.3,91590,198,7,170,375
NM,2015,New Mexico,2.090071,7.418,0.402378675,1.31445,7.3666,9.7262,49.04340895,43.73294396,84.42284653,10.9,6.6,56680,51,36,72,159
NM,2016,New Mexico,2.092555,7.717,0.441565455,1.11825,7.2761,10.3081,49.04340895,43.73294396,84.42284653,9,6.8,60330,49,36,69,154
NM,2017,New Mexico,2.092844,7.973,0.452972128,1.18485,7.4319,10.6101,49.04340895,43.73294396,84.42284653,9.1,6.1,55800,44,32,60,136
NM,2018,New Mexico,2.093754,8.154,0.42746187,1.2598,6.4151,12.1953,49.04340895,43.73294396,84.42284653,9.3,4.9,57920,48,29,63,140
NM,2019,New Mexico,2.099634,8.459,0.419596939,1.28315,5.5624,13.3379,49.06852397,45.92076675,83.37124983,9.8,5,62780,53,32,81,166
NM,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,26,85,162
NM,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,21,69,136
NM,2022,New Mexico,2.113868,NA,NA,1.1627,5.7329,12.6973,49.83339201,50.15108757,81.14395953,8.4,4.1,58660,38,41,69,148
NM,2023,New Mexico,2.121164,NA,NA,1.19757636,12.24289736,22.28372418,49.71010291,48.59397901,80.72779091,NA,3.7,60980,44,38,68,150
NV,2015,Nevada,2.868531,6.987,0.173608024,0.975,7.1694,7.743,50.09635274,23.4598417,77.89282255,12.3,6.9,65340,27,13,39,79
NV,2016,Nevada,2.919555,7.377,0.190097463,0.94705,6.582,7.8481,50.09635274,23.4598417,77.89282255,11.1,5.8,69020,25,13,42,80
NV,2017,Nevada,2.972097,7.642,0.189765004,1.16075,5.6077,8.2124,50.09635274,23.4598417,77.89282255,11.1,5,71030,25,11,41,77
NV,2018,Nevada,3.030725,7.892,0.184114362,1.5203,5.9972,12.1074,50.09635274,23.4598417,77.89282255,11.4,4.4,74210,25,14,42,81
NV,2019,Nevada,3.090771,8.114,0.176978495,1.40055,5.8752,15.6385,49.85724368,25.73136269,75.0421633,11.5,4.1,83820,37,14,55,106
NV,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,13,58,109
NV,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,8,56,97
NV,2022,Nevada,3.176116,NA,NA,1.5989,6.4602,16.7391,50.4709589,30.25245361,72.06980236,11.1,5.2,75200,54,11,63,128
NV,2023,Nevada,3.214363,NA,NA,1.135773074,12.53475953,21.43486576,50.33711355,29.94202574,71.49033115,NA,5.2,81310,55,8,56,119
NY,2015,New York,19.65732,10.305,0.301363563,1.41885,6.9714,8.5956,47.76023473,16.91364501,72.01915186,7.1,5.2,72870,143,116,642,901
NY,2016,New York,19.63639,10.927,0.298782006,1.63185,6.773,9.7454,47.76023473,16.91364501,72.01915186,6.1,4.9,76500,146,128,648,922
NY,2017,New York,19.59385,11.558,0.30055349,1.4989,6.4265,9.9042,47.76023473,16.91364501,72.01915186,5.7,4.6,75310,138,108,596,842
NY,2018,New York,19.5441,12.098,0.300448729,1.48355,6.0239,9.7196,47.76023473,16.91364501,72.01915186,5.3,4.1,80700,148,113,637,898
NY,2019,New York,19.46313,12.932,0.299746238,1.5616,5.6512,10.047,47.88831252,17.78202875,70.56276823,5.3,3.9,84940,154,107,664,925
NY,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,102,643,894
NY,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,121,692,971
NY,2022,New York,19.70375,NA,NA,1.51615,5.4769,11.3633,48.92075077,19.65262146,68.61490772,4.9,4.3,78920,166,119,695,980
NY,2023,New York,19.73737,NA,NA,1.36806286,11.73169795,16.89470083,48.82487118,19.78993027,68.51282005,NA,4.1,81600,146,79,536,761
OH,2015,Ohio,11.62232,8.754,0.255370701,0.96575,7.0737,7.0232,48.27185516,2.74986552,84.73969621,6.5,5,66960,47,25,298,370
OH,2016,Ohio,11.64006,9.062,0.260136116,0.9758,6.8857,7.8167,48.27185516,2.74986552,84.73969621,5.6,5,67220,49,32,325,406
OH,2017,Ohio,11.66571,9.4,0.26076424,1.1097,6.4726,9.212,48.27185516,2.74986552,84.73969621,5.8,4.9,74270,64,29,316,409
OH,2018,Ohio,11.68089,9.627,0.247669484,1.1916,5.9948,8.8065,48.27185516,2.74986552,84.73969621,6.5,4.5,73930,82,32,350,464
OH,2019,Ohio,11.69651,10.173,0.23776323,1.1172,5.5016,8.5642,48.43962285,3.344536716,83.33843476,6.7,4.1,76440,132,34,388,554
OH,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,32,397,619
OH,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258,39,496,793
OH,2022,Ohio,11.77787,NA,NA,1.13135,5.4867,10.5966,49.41864016,4.465774157,80.89399525,5.8,4,70200,308,39,432,779
OH,2023,Ohio,11.82403,NA,NA,1.374851232,11.53731864,15.64300963,49.31852246,4.847438918,80.62953003,NA,3.7,73770,310,33,337,680
OK,2015,Oklahoma,3.910518,7.902,0.185397433,0.6127,6.8378,6.2992,49.00004992,7.634257737,77.98078429,14.2,4.3,59140,54,50,104,208
OK,2016,Oklahoma,3.928143,8.132,0.175146373,0.70115,6.628,6.3326,49.00004992,7.634257737,77.98078429,13.8,4.6,63440,49,52,103,204
OK,2017,Oklahoma,3.933602,8.382,0.176937067,0.9151,5.8165,6.0742,49.00004992,7.634257737,77.98078429,14,4,63490,47,47,97,191
OK,2018,Oklahoma,3.943488,8.625,0.169139604,1.1508,6.3264,7.0644,49.00004992,7.634257737,77.98078429,13.7,3.3,65300,44,49,107,200
OK,2019,Oklahoma,3.960676,8.923,0.166133256,1.2339,6.4003,7.7538,49.01636416,8.940341957,76.41588784,14.9,3.1,70210,44,54,110,208
OK,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,51,104,195
OK,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,61,118,204
OK,2022,Oklahoma,4.026229,NA,NA,1.0254,5.883,10.5372,49.86521717,12.1073934,73.0414946,11.9,3,65960,30,57,118,205
OK,2023,Oklahoma,4.063882,NA,NA,1.062100529,10.83371379,18.95411311,49.74952045,12.90852785,72.87519142,NA,3.2,67330,28,41,95,164
OR,2015,Oregon,4.018542,8.438,0.270993808,1.24005,7.312,12.5908,49.02567508,9.643672196,89.39199972,7,5.5,76420,61,38,138,237
OR,2016,Oregon,4.093271,8.699,0.26555779,1.3185,7.2868,13.0385,49.02567508,9.643672196,89.39199972,6.2,4.8,73640,69,37,117,223
OR,2017,Oregon,4.147294,8.827,0.247390226,1.57245,7.4623,16.2565,49.02567508,9.643672196,89.39199972,6.8,4.1,76480,69,32,125,226
OR,2018,Oregon,4.183538,9.168,0.235446648,1.77635,7.8704,20.0373,49.02567508,9.643672196,89.39199972,7.2,4,82970,66,33,130,229
OR,2019,Oregon,4.216116,9.635,0.235287644,1.85515,7.7291,19.6526,49.15216508,11.10365795,87.79083108,7.1,3.7,87960,74,35,125,234
OR,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,36,137,247
OR,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,32,132,234
OR,2022,Oregon,4.247372,NA,NA,1.8038,7.3609,19.3978,49.93168853,14.3753374,85.85536269,6,4,90230,70,34,137,241
OR,2023,Oregon,4.253653,NA,NA,1.287645032,12.95365123,23.0256588,49.79996967,14.91862961,85.61206021,NA,3.8,88740,68,19,121,208
PA,2015,Pennsylvania,12.78984,9.562,0.209306762,1.07395,7.0116,7.3078,48.26202953,5.226007625,84.77878117,6.3,5.4,75870,202,10,311,523
PA,2016,Pennsylvania,12.78847,9.98,0.234742702,1.1535,6.8189,7.8005,48.26202953,5.226007625,84.77878117,5.8,5.3,75930,209,11,308,528
PA,2017,Pennsylvania,12.79468,10.342,0.238458484,1.22865,5.9468,8.3831,48.26202953,5.226007625,84.77878117,5.5,5,75000,211,7,284,502
PA,2018,Pennsylvania,12.80911,10.91,0.236550393,1.3729,5.2935,8.4714,48.26202953,5.226007625,84.77878117,5.6,4.4,77400,241,14,323,578
PA,2019,Pennsylvania,12.79888,11.175,0.240567925,1.4553,5.4619,8.6599,48.44349106,6.522904903,83.3225295,5.7,4.3,83430,258,13,329,600
PA,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,9,322,604
PA,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,22,319,580
PA,2022,Pennsylvania,12.98499,NA,NA,1.3759,5.3861,10.1721,49.37819187,8.604142088,80.78652125,5.4,4.1,75070,249,21,284,554
PA,2023,Pennsylvania,13.01772,NA,NA,1.248065637,11.16352553,14.24118748,49.29800397,8.900695998,80.55595867,NA,3.7,79820,279,7,278,564
RI,2015,Rhode Island,1.056886,9.914,0.216674268,1.2183,8.1459,12.942,47.75240603,11.47997083,87.20576568,5.2,6,69980,13,2,32,47
RI,2016,Rhode Island,1.057816,10.159,0.228773246,1.55935,7.3563,13.2805,47.75240603,11.47997083,87.20576568,4.2,5.2,76620,15,2,35,52
RI,2017,Rhode Island,1.056554,10.29,0.249868913,1.71575,7.2464,15.6336,47.75240603,11.47997083,87.20576568,4.5,4.5,80030,14,3,31,48
RI,2018,Rhode Island,1.059338,10.464,0.247324272,1.65235,7.1335,16.3013,47.75240603,11.47997083,87.20576568,4,4,74690,17,3,36,56
RI,2019,Rhode Island,1.058158,10.988,0.239094729,1.61235,7.0457,15.1725,48.0715494,13.81903106,85.50199886,4.3,3.5,82920,19,3,37,59
RI,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,41,63
RI,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,3,43,63
RI,2022,Rhode Island,1.099498,NA,NA,1.3859,6.9213,15.9796,49.09740394,17.55271391,82.75339342,4.1,3.2,83860,21,3,43,67
RI,2023,Rhode Island,1.103429,NA,NA,1.655518786,12.99815635,19.04386619,49.03993022,18.01193837,82.41417129,NA,3,81860,26,3,31,60
SC,2015,South Carolina,4.896006,7.446,0.207107589,0.75475,6.235,6.6141,47.92772032,4.338922854,70.18726023,10.8,5.9,58240,29,41,39,109
SC,2016,South Carolina,4.963031,7.669,0.215997039,1.01765,6.2713,8.2666,47.92772032,4.338922854,70.18726023,9.9,4.9,67660,30,46,38,114
SC,2017,South Carolina,5.027102,7.855,0.218813941,1.0384,6.1129,6.8558,47.92772032,4.338922854,70.18726023,11.1,4.2,66740,28,42,38,108
SC,2018,South Carolina,5.091702,7.975,0.215252189,1.15075,5.8038,6.7738,47.92772032,4.338922854,70.18726023,10.5,3.4,68910,31,43,40,114
SC,2019,South Carolina,5.157702,8.345,0.216181548,1.2152,5.9579,8.5125,47.76229349,4.908520686,70.29192916,10.8,2.8,73320,37,40,44,121
SC,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,39,43,124
SC,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,38,121
SC,2022,South Carolina,5.287935,NA,NA,0.89045,5.4998,9.419,48.69008529,6.590632628,68.86297631,9,3.2,64220,45,32,36,113
SC,2023,South Carolina,5.38783,NA,NA,1.230616003,9.696869054,11.26375323,48.59049549,7.454059743,69.01544694,NA,3,69100,44,29,34,107
SD,2015,South Dakota,0.854663,9.627,0.132215856,0.5777,8.1349,4.758,49.97574299,2.672681565,88.67008575,11.2,3,69180,11,22,37,70
SD,2016,South Dakota,0.863693,10.046,0.131991344,0.68185,7.8904,6.9882,49.97574299,2.672681565,88.67008575,8.3,3,71540,10,19,33,62
SD,2017,South Dakota,0.873732,10.44,0.124752212,0.82755,7.7282,7.6953,49.97574299,2.672681565,88.67008575,9.2,3,69650,10,18,30,58
SD,2018,South Dakota,0.879386,11.086,0.126224434,0.7361,7.9427,7.2596,49.97574299,2.672681565,88.67008575,9.4,2.8,71330,10,17,32,59
SD,2019,South Dakota,0.887127,11.627,0.122868541,0.7282,7.2362,7.3126,50.20857301,3.304447864,87.48591833,9.6,2.7,75950,9,17,33,59
SD,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,15,34,58
SD,2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,47,70
