"State_Abbrev","year","State_Name","pop_thousands","percapita_health_spending","medicaid_enrollment","medicaid_enroll_percapita","cocaine_yr","marijuana_month","aud_yr","heroin_yr","binge_drinking","illicit_druguse","needing_tx","sud","start_year","percapita_health_spending_thousands","pop_millions","prev2years_bingedrinking","prev2years_druguse","prev2years_sud","prev2years_needingtx","prev2years_aud","prev2years_marijuana","druguse_calc","prev2years_drugusecalc","prev2years_cocaine","prev2years_heroin","tx_percapita","Gender_Female","Gender_Male","Ethnicity_HispanicorLatino","Ethnicity_NotHispanicorLatino","Race_AmericanIndianorAlaskaNative","Race_Asian","Race_BlackorAfricanAmerican","Race_Morethanonerace","Race_NativeHawaiianorOtherPacificIslander","Race_White","Insurance_Employer","Insurance_Non.Group","Insurance_Medicaid","Insurance_Medicare","Insurance_Military","Insurance_Uninsured","Insurance_Total","Population","Unemployment","Income","count_tx"
"MD","2018","Maryland",6042,9934,1314,0.217477656405164,2.0766,10.1857,5.1042,0.3665,26.666,3.3387,6.3221,6.8914,"2017",9.934,6.042,25.66,3.4327,7.8926,7.153,5.7614,11.0364,1.22155,1.43505,2.2861,0.584,3.85633896060907e-05,52.2934153489331,47.7065846510669,7.79698344668113,92.2030165533189,0.522094087401803,6.13053945865513,29.4533326696637,1.71303185265136,0.0936778477541768,62.0873240838739,55.6,5.4,18.5,12.7,1.9,6,100,6042.153,3.8,99660,413
"MD","2019","Maryland",6055,10248,1324,0.218662262592898,1.8761,11.3739,5.2084,0.2568,27.7363,3.4284,6.3767,7.0108,"2018",10.248,6.055,26.666,3.3387,6.8914,6.3221,5.1042,10.1857,1.06645,1.22155,2.0766,0.3665,4.31048720066061e-05,52.2886869313053,47.7113130686947,8.961647517068,91.038352482932,0.559880357587324,6.811234581983,30.7220777480632,2.02884545665401,0.0996454741237665,59.7783163815887,54.7,5.4,18.7,13.3,1.9,5.9,100,6054.954,3.4,108900,431
"ME","2015","Maine",1329,9591,305,0.229495861550038,1.8846,13.9832,5.5744,0.6197,NA,NA,NA,NA,"2014",9.591,1.329,NA,NA,NA,NA,5.9699,12.9143,1.25215,1.00395,1.4881,0.5198,7.52445447705041e-05,51.6010761046811,48.3989238953189,1.16387341423185,98.8361265857681,0.635479385131264,1.05378741775198,1.05997623867844,1.10536092547253,0.0277559241550618,96.1176401088107,46.7,7.3,20,15.8,1.6,8.6,100,1329.098,4.4,61440,208
"ME","2016","Maine",1332,10018,301,0.225975975975976,1.9079,15.1183,5.9669,0.517,26.3735,2.7584,7.3846,7.8515,"2015",10.018,1.332,NA,NA,NA,NA,5.5744,13.9832,1.21245,1.25215,1.8846,0.6197,9.90990990990991e-05,51.6010761046811,48.3989238953189,1.16387341423185,98.8361265857681,0.635479385131264,1.05378741775198,1.05997623867844,1.10536092547253,0.0277559241550618,96.1176401088107,47.9,7.3,19.4,16,1.6,7.9,100,1332.348,3.8,61020,229
"ME","2017","Maine",1336,10399,295,0.220808383233533,1.9594,16.308,5.9084,0.5457,25.0183,3.0357,7.945,8.3604,"2016",10.399,1.336,26.3735,2.7584,7.8515,7.3846,5.9669,15.1183,1.25255,1.21245,1.9079,0.517,7.78443113772455e-05,51.6010761046811,48.3989238953189,1.16387341423185,98.8361265857681,0.635479385131264,1.05378741775198,1.05997623867844,1.10536092547253,0.0277559241550618,96.1176401088107,49.2,6.5,18.1,16.7,1.7,7.8,100,1335.743,3.4,62870,199
"ME","2018","Maine",1340,10950,287,0.214179104477612,2.1579,17.0937,6.4512,0.7006,23.7146,3.1375,8.5391,9.2746,"2017",10.95,1.34,25.0183,3.0357,8.3604,7.945,5.9084,16.308,1.42925,1.25255,1.9594,0.5457,6.56716417910448e-05,51.6010761046811,48.3989238953189,1.16387341423185,98.8361265857681,0.635479385131264,1.05378741775198,1.05997623867844,1.10536092547253,0.0277559241550618,96.1176401088107,48.4,6.4,18.4,17.2,1.6,7.8,100,1340.123,3.2,67810,181
"ME","2019","Maine",1346,11488,306,0.227340267459138,2.08,18.13,5.9538,0.6085,23.4103,3.283,8.2033,8.8925,"2018",11.488,1.346,23.7146,3.1375,9.2746,8.5391,6.4512,17.0937,1.34425,1.42925,2.1579,0.7006,7.35512630014859e-05,51.549408845424,48.450591154576,1.51519851116625,98.4848014888338,0.665322580645161,1.27536126112976,1.3978798715516,1.29023135308714,0.0301963217048606,95.3410086118815,46.5,5.7,20,18.3,1.5,8.1,100,1345.77,2.9,75800,186
"MI","2015","Michigan",9934,8372,2410,0.242601167706865,1.3255,10.2894,5.9693,0.3934,NA,NA,NA,NA,"2014",8.372,9.934,NA,NA,NA,NA,6.4925,10.404,0.85945,0.7241,1.1197,0.3285,1.5401650895913e-05,51.4824411028746,48.5175588971254,3.78693708855508,96.2130629114449,0.669727308070648,2.7326857193551,13.5231296297746,1.4345875961832,0.035133449705547,81.6047362969109,50.3,5.7,22.7,14.5,0.7,6,100,9934.483,5.4,65610,463
"MI","2016","Michigan",9954,8707,2526,0.253767329716697,1.5482,10.8094,6.1015,0.3814,27.3614,3.453,7.6109,8.0753,"2015",8.707,9.954,NA,NA,NA,NA,5.9693,10.2894,0.9648,0.85945,1.3255,0.3934,1.62748643761302e-05,51.4824411028746,48.5175588971254,3.78693708855508,96.2130629114449,0.669727308070648,2.7326857193551,13.5231296297746,1.4345875961832,0.035133449705547,81.6047362969109,50.7,5.9,22.6,14.8,0.6,5.3,100,9954.117,5,68500,479
"MI","2017","Michigan",9977,8940,2338,0.234338979653202,1.8243,12.002,5.8576,0.3331,27.1403,3.7952,7.263,7.9349,"2016",8.94,9.977,27.3614,3.453,8.0753,7.6109,6.1015,10.8094,1.0787,0.9648,1.5482,0.3814,1.62373458955598e-05,51.4824411028746,48.5175588971254,3.78693708855508,96.2130629114449,0.669727308070648,2.7326857193551,13.5231296297746,1.4345875961832,0.035133449705547,81.6047362969109,51.4,5.4,22.4,15.1,0.6,5.1,100,9976.752,4.6,66510,456
"MI","2018","Michigan",9987,9142,2632,0.263542605387003,2.0847,13.0815,5.6752,0.2352,28.2307,3.7191,6.8894,7.4743,"2017",9.142,9.987,27.1403,3.7952,7.9349,7.263,5.8576,12.002,1.15995,1.0787,1.8243,0.3331,1.70221287673976e-05,51.4824411028746,48.5175588971254,3.78693708855508,96.2130629114449,0.669727308070648,2.7326857193551,13.5231296297746,1.4345875961832,0.035133449705547,81.6047362969109,51,5.2,22.4,15.5,0.6,5.4,100,9987.286,4.2,69870,465
"MI","2019","Michigan",9985,9532,2600,0.260390585878818,1.9569,14.4238,6.1202,0.3498,28.4531,3.7726,7.1115,7.565,"2018",9.532,9.985,28.2307,3.7191,7.4743,6.8894,5.6752,13.0815,1.15335,1.15995,2.0847,0.2352,1.66249374061092e-05,51.2680333162936,48.7319666837064,4.42515822994691,95.5748417700531,0.704241878821828,3.33100439666511,13.4133360066363,1.75420203436317,0.0397806871204956,80.7574349963931,50.9,5.2,21.7,15.9,0.6,5.8,100,9984.795,4.1,73030,467
"MN","2015","Minnesota",5484,9163,1211,0.220824215900802,1.6152,7.738,6.7532,0.3736,NA,NA,NA,NA,"2014",9.163,5.484,NA,NA,NA,NA,6.7233,7.3354,0.9944,0.7839,1.309,0.2588,2.62582056892779e-05,50.7463585175786,49.2536414824214,3.92057347801981,96.0794265219802,1.12523807670053,4.14430573243479,4.90482130555858,1.33840392074273,0.0538717673010462,88.4333591972623,56.3,7.3,18.1,13.1,0.7,4.5,100,5484.002,3.8,83200,352
"MN","2016","Minnesota",5525,9540,1237,0.223891402714932,1.8825,7.4705,6.0909,0.3159,30.2872,3.189,6.9912,7.9865,"2015",9.54,5.525,NA,NA,NA,NA,6.7532,7.738,1.0992,0.9944,1.6152,0.3736,2.98642533936652e-05,50.7463585175786,49.2536414824214,3.92057347801981,96.0794265219802,1.12523807670053,4.14430573243479,4.90482130555858,1.33840392074273,0.0538717673010462,88.4333591972623,56.2,7.3,17.9,13.7,0.7,4.2,100,5525.36,3.9,84250,370
"MN","2017","Minnesota",5569,9782,1197,0.214939845573712,1.8203,7.9063,5.4074,0.2505,28.5005,3.2261,6.1947,6.973,"2016",9.782,5.569,30.2872,3.189,7.9865,6.9912,6.0909,7.4705,1.0354,1.0992,1.8825,0.3159,2.9089603160352e-05,50.7463585175786,49.2536414824214,3.92057347801981,96.0794265219802,1.12523807670053,4.14430573243479,4.90482130555858,1.33840392074273,0.0538717673010462,88.4333591972623,57.5,5.8,17.3,14.2,0.7,4.5,100,5569.283,3.5,82510,356
"MN","2018","Minnesota",5609,10174,1159,0.206632198252808,2.5935,9.8126,5.5727,0.3645,28.3274,3.5352,6.7506,7.2397,"2017",10.174,5.609,28.5005,3.2261,6.973,6.1947,5.4074,7.9063,1.479,1.0354,1.8203,0.2505,3.03084328757354e-05,50.7463585175786,49.2536414824214,3.92057347801981,96.0794265219802,1.12523807670053,4.14430573243479,4.90482130555858,1.33840392074273,0.0538717673010462,88.4333591972623,57.4,5.5,17.9,14.1,0.7,4.3,100,5608.762,3,83010,378
"MN","2019","Minnesota",5640,10510,1124,0.199290780141844,2.3146,10.3128,6.0573,0.321,29.1785,3.2684,7.2929,7.6233,"2018",10.51,5.64,28.3274,3.5352,7.2397,6.7506,5.5727,9.8126,1.3178,1.479,2.5935,0.3645,3.28014184397163e-05,50.5634631290379,49.4365368709621,4.54134703116854,95.4586529688315,1.14408160225381,4.86619177415082,5.98251123340699,1.66411450177675,0.0657160361654947,86.2773848522461,57.8,5.2,16.9,14.7,0.7,4.8,100,5640.053,3.3,92740,403
"MO","2015","Missouri",6075,8261,1076,0.177119341563786,1.4339,8.1698,6.5394,0.2611,NA,NA,NA,NA,"2014",8.261,6.075,NA,NA,NA,NA,6.7544,8.1361,0.8475,0.74195,1.2114,0.2725,9.87654320987654e-06,51.5957096384582,48.4042903615418,3.10134063033523,96.8986593696648,0.517091045312746,1.84058404720948,11.1077692832676,1.34233115097861,0.115375589634066,85.0768488835975,51.2,7.5,14.8,15,1.7,9.8,100,6075.411,5.1,71660,265
"MO","2016","Missouri",6091,8608,1174,0.192743391889673,1.3721,8.3202,6.1682,0.3569,27.0393,3.0905,7.29,7.9851,"2015",8.608,6.091,NA,NA,NA,NA,6.5394,8.1698,0.8645,0.8475,1.4339,0.2611,1.09998358233459e-05,51.5957096384582,48.4042903615418,3.10134063033523,96.8986593696648,0.517091045312746,1.84058404720948,11.1077692832676,1.34233115097861,0.115375589634066,85.0768488835975,51.7,7.8,14.6,15.4,1.5,9,100,6091.384,4.5,66010,286
"MO","2017","Missouri",6111,8824,1183,0.193585337915235,1.706,8.6844,5.6799,0.3226,27.199,3.3418,6.841,7.656,"2016",8.824,6.111,27.0393,3.0905,7.9851,7.29,6.1682,8.3202,1.0143,0.8645,1.3721,0.3569,9.98199967272132e-06,51.5957096384582,48.4042903615418,3.10134063033523,96.8986593696648,0.517091045312746,1.84058404720948,11.1077692832676,1.34233115097861,0.115375589634066,85.0768488835975,51.5,7,14.9,16,1.5,9.1,100,6111.382,3.7,66660,257
"MO","2018","Missouri",6126,9032,1129,0.184296441397323,1.5507,8.8062,5.3558,0.2797,26.0017,2.9913,6.8012,7.5682,"2017",9.032,6.126,27.199,3.3418,7.656,6.841,5.6799,8.6844,0.9152,1.0143,1.706,0.3226,9.95755794972249e-06,51.5957096384582,48.4042903615418,3.10134063033523,96.8986593696648,0.517091045312746,1.84058404720948,11.1077692832676,1.34233115097861,0.115375589634066,85.0768488835975,52.3,5.8,15,16.1,1.5,9.4,100,6125.986,3.2,71350,273
"MO","2019","Missouri",6140,9431,1025,0.166938110749186,1.4224,9.3017,5.5559,0.3032,25.9697,3.0089,7.1108,7.7089,"2018",9.431,6.14,26.0017,2.9913,7.5682,6.8012,5.3558,8.8062,0.8628,0.9152,1.5507,0.2797,1.02605863192182e-05,51.5460244426297,48.4539755573703,3.62067257938483,96.3793274206152,0.56656088457442,2.1798147288624,11.2050261741435,1.61868843075162,0.143103782556111,84.286805999112,52,5.7,14.4,16.4,1.3,10.1,100,6140.475,3.2,69020,281
"MS","2015","Mississippi",2990,7777,751,0.251170568561873,1.0754,5.3619,5.4831,0.1564,NA,NA,NA,NA,"2014",7.777,2.99,NA,NA,NA,NA,6.1892,5.874,0.6159,0.62455,1.0508,0.1983,5.35117056856187e-06,52.198435500787,47.801564499213,2.54497314122551,97.4550268587745,0.53007703596964,1.01117474086207,35.5845931609947,0.730430893890538,0.0580742249819433,62.0856499433011,40.5,6.3,25.8,12.9,2,12.5,100,2990.231,6.5,48460,99
"MS","2016","Mississippi",2991,8170,754,0.252089602139753,1.3841,5.7715,4.8791,0.2413,20.8856,3.3454,6.1848,6.6935,"2015",8.17,2.991,NA,NA,NA,NA,5.4831,5.3619,0.8127,0.6159,1.0754,0.1564,5.68371782012705e-06,52.198435500787,47.801564499213,2.54497314122551,97.4550268587745,0.53007703596964,1.01117474086207,35.5845931609947,0.730430893890538,0.0580742249819433,62.0856499433011,42.2,6,24.8,13.3,1.9,11.8,100,2990.595,5.9,49310,95
"MS","2017","Mississippi",2991,8392,746,0.249414911400869,1.4069,7.1683,4.7694,0.2321,22.4778,3.3961,5.9915,6.7684,"2016",8.392,2.991,20.8856,3.3454,6.6935,6.1848,4.8791,5.7715,0.8195,0.8127,1.3841,0.2413,5.34938147776663e-06,52.198435500787,47.801564499213,2.54497314122551,97.4550268587745,0.53007703596964,1.01117474086207,35.5845931609947,0.730430893890538,0.0580742249819433,62.0856499433011,42,6,24.4,13.4,2.1,12.1,100,2990.674,5.2,51030,89
"MS","2018","Mississippi",2983,8417,711,0.238350653704325,1.5964,7.2055,4.7119,0.2237,23.2887,3.257,6.0417,6.7734,"2017",8.417,2.983,22.4778,3.3961,6.7684,5.9915,4.7694,7.1683,0.91005,0.8195,1.4069,0.2321,7.3751257123701e-06,52.198435500787,47.801564499213,2.54497314122551,97.4550268587745,0.53007703596964,1.01117474086207,35.5845931609947,0.730430893890538,0.0580742249819433,62.0856499433011,43.4,5.2,23.4,14.1,1.6,12.3,100,2982.879,4.9,49450,98
"MS","2019","Mississippi",2978,8745,701,0.235392881128274,1.6601,8.1229,5.1465,0.2445,22.234,3.086,6.5155,7.1463,"2018",8.745,2.978,23.2887,3.257,6.7734,6.0417,4.7119,7.2055,0.9523,0.91005,1.5964,0.2237,1.0073875083949e-05,52.2787955455147,47.7212044544853,2.83073403495588,97.1692659650441,0.569210571479864,1.1206442859695,36.4869770257167,0.876157635511225,0.0612752897737423,60.8857351915489,42.2,4.7,24.2,14.2,1.8,12.9,100,2978.227,5.5,51010,110
"MT","2015","Montana",1031,8344,131,0.127061105722599,1.5722,11.3184,7.366,0.1826,NA,NA,NA,NA,"2014",8.344,1.031,NA,NA,NA,NA,8.0422,10.1997,0.8774,0.76895,1.2906,0.2473,8.72938894277401e-06,50.0390019551629,49.9609980448371,2.67961160130884,97.3203883986912,5.43532766707526,0.810936756050368,0.489043996231499,1.8213153282749,0.082056061511655,91.3613201908563,44.4,10.7,15.2,16.2,2,11.6,100,1031.495,4.3,62210,66
"MT","2016","Montana",1042,8680,209,0.200575815738964,1.8707,12.3598,7.6467,0.3424,30.1344,3.1848,8.5093,9.1383,"2015",8.68,1.042,NA,NA,NA,NA,7.366,11.3184,1.10655,0.8774,1.5722,0.1826,7.67754318618042e-06,50.0390019551629,49.9609980448371,2.67961160130884,97.3203883986912,5.43532766707526,0.810936756050368,0.489043996231499,1.8213153282749,0.082056061511655,91.3613201908563,43.4,9.6,20.5,15.9,2.3,8.4,100,1042.137,4.3,68480,64
"MT","2017","Montana",1054,9030,241,0.22865275142315,2.0008,13.3965,8.0118,0.3571,31.3101,3.6492,8.567,9.2285,"2016",9.03,1.054,30.1344,3.1848,9.1383,8.5093,7.6467,12.3598,1.17895,1.10655,1.8707,0.3424,1.23339658444023e-05,50.0390019551629,49.9609980448371,2.67961160130884,97.3203883986912,5.43532766707526,0.810936756050368,0.489043996231499,1.8213153282749,0.082056061511655,91.3613201908563,43.6,9.4,19.3,16.4,2.2,9.1,100,1053.862,4.1,67690,70
"MT","2018","Montana",1062,9354,257,0.241996233521657,2.0263,14.906,7.8748,0.3205,29.1211,3.6617,8.7773,9.4065,"2017",9.354,1.062,31.3101,3.6492,9.2285,8.567,8.0118,13.3965,1.1734,1.17895,2.0008,0.3571,1.60075329566855e-05,50.0390019551629,49.9609980448371,2.67961160130884,97.3203883986912,5.43532766707526,0.810936756050368,0.489043996231499,1.8213153282749,0.082056061511655,91.3613201908563,44,7.2,21.2,17.5,2,8.1,100,1061.818,3.7,66670,72
"MT","2019","Montana",1070,9808,253,0.236448598130841,2.2526,15.3997,7.9242,0.3912,29.4223,3.7898,9.5913,10.0419,"2018",9.808,1.07,29.1211,3.6617,9.4065,8.7773,7.8748,14.906,1.3219,1.1734,2.0263,0.3205,2.80373831775701e-05,49.9324207861061,50.0675792138939,3.34829149999703,96.651708500003,5.40193881614531,0.999601775960344,0.550975648897157,2.15718556645884,0.08808478011495,90.8022134124234,43,8,20.8,18.1,1.8,8.3,100,1070.123,3.5,68560,88
"NC","2015","North Carolina",10037,7594,1790,0.178340141476537,1.9261,7.4308,5.6234,0.2132,NA,NA,NA,NA,"2014",7.594,10.037,NA,NA,NA,NA,6.5076,6.7237,1.06965,0.93555,1.5336,0.3375,2.21181627976487e-05,51.9904584047569,48.0095415952431,6.88614380177,93.11385619823,1.42777605644378,2.50412679546005,21.3678516024445,1.25782663546411,0.0996405643108595,73.3427783458768,44.9,8.6,18.5,14,2.7,11.3,100,10037.218,5.7,61490,440
"NC","2016","North Carolina",10162,7886,1897,0.186675851210392,2.0331,7.9157,4.9597,0.3693,23.0938,3.5804,6.0525,7.0255,"2015",7.886,10.162,NA,NA,NA,NA,5.6234,7.4308,1.2012,1.06965,1.9261,0.2132,2.5585514662468e-05,51.9904584047569,48.0095415952431,6.88614380177,93.11385619823,1.42777605644378,2.50412679546005,21.3678516024445,1.25782663546411,0.0996405643108595,73.3427783458768,45.5,8.2,18.7,14.4,2.7,10.5,100,10161.802,5.1,64510,489
"NC","2017","North Carolina",10276,8105,1973,0.19200077851304,2.0068,8.117,4.6949,0.4921,21.9652,3.3567,5.8183,6.5408,"2016",8.105,10.276,23.0938,3.5804,7.0255,6.0525,4.9597,7.9157,1.24945,1.2012,2.0331,0.3693,2.45231607629428e-05,51.9904584047569,48.0095415952431,6.88614380177,93.11385619823,1.42777605644378,2.50412679546005,21.3678516024445,1.25782663546411,0.0996405643108595,73.3427783458768,46.3,7.2,18.4,14.6,2.7,10.7,100,10275.758,4.5,58420,472
"NC","2018","North Carolina",10391,8285,2010,0.193436627851025,1.9919,7.9077,5.1037,0.2921,23.2363,3.04,6.4377,6.9509,"2017",8.285,10.391,21.9652,3.3567,6.5408,5.8183,4.6949,8.117,1.142,1.24945,2.0068,0.4921,2.68501587912617e-05,51.9904584047569,48.0095415952431,6.88614380177,93.11385619823,1.42777605644378,2.50412679546005,21.3678516024445,1.25782663546411,0.0996405643108595,73.3427783458768,46.9,6.5,18.2,14.8,2.7,10.9,100,10391.358,4,61690,513
"NC","2019","North Carolina",10501,8619,2011,0.19150557089801,2.0952,9.3906,5.4638,0.3055,25.712,3.1607,6.8624,7.2571,"2018",8.619,10.501,23.2363,3.04,6.9509,6.4377,5.1037,7.9077,1.20035,1.142,1.9919,0.2921,2.98066850776117e-05,52.0205860070295,47.9794139929705,7.73085448886948,92.2691455111305,1.44541243383113,3.08977982951946,21.6450627864674,1.55407639294703,0.107212178366515,72.1584563788684,46.3,6.7,17.9,15.3,2.4,11.4,100,10501.384,3.9,69660,552
"ND","2015","North Dakota",756,9357,84,0.111111111111111,1.2403,5.9227,7.441,0.2217,NA,NA,NA,NA,"2014",9.357,0.756,NA,NA,NA,NA,8.1495,5.791,0.731,0.8467,1.3527,0.3407,3.96825396825397e-05,48.931375737583,51.068624262417,2.24017955746804,97.759820442532,4.44426177363036,1.3202334533004,1.62723955410848,1.16440730667372,0.0545034113774531,91.3893545009096,55.7,9.9,10.7,12.9,2.5,8.3,100,755.537,2.8,69500,64
"ND","2016","North Dakota",756,9682,93,0.123015873015873,1.2736,5.6081,7.3424,0.3345,34.1543,2.7755,8.4327,8.9826,"2015",9.682,0.756,NA,NA,NA,NA,7.441,5.9227,0.80405,0.731,1.2403,0.2217,3.96825396825397e-05,48.931375737583,51.068624262417,2.24017955746804,97.759820442532,4.44426177363036,1.3202334533004,1.62723955410848,1.16440730667372,0.0545034113774531,91.3893545009096,55.6,9.9,11.1,13,2.6,7.8,100,756.114,3.1,72210,60
"ND","2017","North Dakota",757,9961,93,0.122853368560106,1.5977,6.5705,6.9673,0.4955,33.5157,3.0282,7.9039,8.5959,"2016",9.961,0.757,34.1543,2.7755,8.9826,8.4327,7.3424,5.6081,1.0466,0.80405,1.2736,0.3345,4.22721268163804e-05,48.931375737583,51.068624262417,2.24017955746804,97.759820442532,4.44426177363036,1.3202334533004,1.62723955410848,1.16440730667372,0.0545034113774531,91.3893545009096,58,9.1,10.7,13.1,1.6,7.5,100,756.755,2.6,70950,71
"ND","2018","North Dakota",760,10269,92,0.121052631578947,1.5802,7.8712,6.9379,0.3896,34.0701,3.0454,8.1033,8.7948,"2017",10.269,0.76,33.5157,3.0282,8.5959,7.9039,6.9673,6.5705,0.9849,1.0466,1.5977,0.4955,4.73684210526316e-05,48.931375737583,51.068624262417,2.24017955746804,97.759820442532,4.44426177363036,1.3202334533004,1.62723955410848,1.16440730667372,0.0545034113774531,91.3893545009096,56.9,8.3,11.5,13.3,2.3,7.7,100,760.062,2.4,76870,78
"ND","2019","North Dakota",764,10653,89,0.116492146596859,1.5358,7.9545,6.8329,0.3347,32.9841,3.2126,8.2897,8.8839,"2018",10.653,0.764,34.0701,3.0454,8.7948,8.1033,6.9379,7.8712,0.93525,0.9849,1.5802,0.3896,5.36649214659686e-05,48.7817676715711,51.2182323284288,3.32698837328943,96.6730116267106,4.55516685530061,1.71948417189697,3.04935350001715,1.51884624618445,0.0725383269883733,89.0846108996124,55.7,9,12.2,13.8,2.1,7.4,100,763.724,2.2,79760,85
"NE","2015","Nebraska",1892,8579,218,0.115221987315011,1.4581,6.3974,7.3369,0.2245,NA,NA,NA,NA,"2014",8.579,1.892,NA,NA,NA,NA,8.0299,5.8121,0.8413,0.77125,1.2341,0.3084,1.53276955602537e-05,50.7323085795119,49.2676914204881,7.83903128718016,92.1609687128199,1.08349267049076,2.02781066820258,4.38371670602812,1.14216014793911,0.100919480671493,91.2619003266679,55.4,8.9,12.9,13.1,1.8,7.8,100,1892.059,3,73200,132
"NE","2016","Nebraska",1906,8943,227,0.11909758656873,1.4885,7.3683,6.2537,0.2586,31.2796,3.1899,7.3149,8.2274,"2015",8.943,1.906,NA,NA,NA,NA,7.3369,6.3974,0.87355,0.8413,1.4581,0.2245,1.36411332633788e-05,50.7323085795119,49.2676914204881,7.83903128718016,92.1609687128199,1.08349267049076,2.02781066820258,4.38371670602812,1.14216014793911,0.100919480671493,91.2619003266679,55,8.6,12.8,12.9,1.7,8.9,100,1906.483,3.1,71240,136
"NE","2017","Nebraska",1917,9189,232,0.121022430881586,1.797,7.892,6.1918,0.2396,31.4605,2.9343,7.1041,8.0844,"2016",9.189,1.917,31.2796,3.1899,8.2274,7.3149,6.2537,7.3683,1.0183,0.87355,1.4885,0.2586,1.25195618153365e-05,50.7323085795119,49.2676914204881,7.83903128718016,92.1609687128199,1.08349267049076,2.02781066820258,4.38371670602812,1.14216014793911,0.100919480671493,91.2619003266679,55.6,7.9,12.5,13.4,2,8.6,100,1916.998,3,70260,125
"NE","2018","Nebraska",1926,9492,235,0.122014537902388,1.9769,8.431,6.2535,0.2415,31.8315,3.0043,7.4281,8.0106,"2017",9.492,1.926,31.4605,2.9343,8.0844,7.1041,6.1918,7.892,1.1092,1.0183,1.797,0.2396,1.34994807892004e-05,50.7323085795119,49.2676914204881,7.83903128718016,92.1609687128199,1.08349267049076,2.02781066820258,4.38371670602812,1.14216014793911,0.100919480671493,91.2619003266679,55.2,7.3,13.3,14,1.8,8.5,100,1925.512,2.9,78110,124
"NE","2019","Nebraska",1933,9917,231,0.119503362648733,1.8362,8.617,6.1184,0.2634,31.8385,2.703,7.0697,7.7126,"2018",9.917,1.933,31.8315,3.0043,8.0106,7.4281,6.2535,8.431,1.0498,1.1092,1.9769,0.2415,1.6554578375582e-05,50.502424241592,49.497575758408,9.17978109736924,90.8202189026308,1.18438379225259,2.65478827191601,4.75366931724404,1.49285497529072,0.109506240139289,89.8047974031574,56.8,6.9,12.6,14.2,1.6,7.9,100,1932.571,3.1,83230,131
"NH","2015","New Hampshire",1337,9763,184,0.137621540762902,3.2772,12.3054,7.6193,0.6581,NA,NA,NA,NA,"2014",9.763,1.337,NA,NA,NA,NA,7.9816,11.6647,1.96765,1.5981,2.6362,0.56,1.64547494390426e-05,51.0450787634727,48.9549212365273,2.60030794741206,97.3996920525879,0.275731375103636,2.45618855856923,1.25102451735165,1.04294681985076,0.0400805400923842,94.9340281890323,58.5,5.6,12.5,15.4,1.1,6.9,100,1337.48,3.4,91600,58
"NH","2016","New Hampshire",1344,10157,203,0.151041666666667,2.9328,12.4248,6.3619,0.9371,30.0367,4.0219,7.9343,8.6588,"2015",10.157,1.344,NA,NA,NA,NA,7.6193,12.3054,1.93495,1.96765,3.2772,0.6581,2.30654761904762e-05,51.0450787634727,48.9549212365273,2.60030794741206,97.3996920525879,0.275731375103636,2.45618855856923,1.25102451735165,1.04294681985076,0.0400805400923842,94.9340281890323,57.4,5.9,13.5,15.9,1,6.4,100,1343.694,2.9,91500,64
"NH","2017","New Hampshire",1350,10573,202,0.14962962962963,2.3197,13.2791,6.5095,0.729,30.6347,3.756,8.1277,8.6858,"2016",10.573,1.35,30.0367,4.0219,8.6588,7.9343,6.3619,12.4248,1.52435,1.93495,2.9328,0.9371,2.66666666666667e-05,51.0450787634727,48.9549212365273,2.60030794741206,97.3996920525879,0.275731375103636,2.45618855856923,1.25102451735165,1.04294681985076,0.0400805400923842,94.9340281890323,57.3,5.6,13.8,16.8,0.9,5.7,100,1350.395,2.8,89180,67
"NH","2018","New Hampshire",1355,10974,193,0.142435424354244,2.8855,14.7243,7.0845,0.4435,31.6094,3.5119,8.5781,9.0947,"2017",10.974,1.355,30.6347,3.756,8.6858,8.1277,6.5095,13.2791,1.6645,1.52435,2.3197,0.729,2.5830258302583e-05,51.0450787634727,48.9549212365273,2.60030794741206,97.3996920525879,0.275731375103636,2.45618855856923,1.25102451735165,1.04294681985076,0.0400805400923842,94.9340281890323,57.5,5,14.1,17.1,1.1,5.2,100,1355.064,2.6,94020,72
"NH","2019","New Hampshire",1361,11310,187,0.1373989713446,2.8104,14.564,6.8546,0.3209,29.8471,3.3705,8.2095,8.837,"2018",11.31,1.361,31.6094,3.5119,9.0947,8.5781,7.0845,14.7243,1.56565,1.6645,2.8855,0.4435,2.86554004408523e-05,50.8374675791268,49.1625324208732,3.41412382646846,96.5858761735315,0.298281082861688,2.89729031183767,1.64280840327313,1.26914256858383,0.0472399045066145,93.8452377289371,56.2,5.3,13.2,17.7,1.2,6.4,100,1360.783,2.6,98980,80
"NJ","2015","New Jersey",8870,9483,1694,0.19098083427283,1.829,7.0252,5.9677,0.7339,NA,NA,NA,NA,"2014",9.483,8.87,NA,NA,NA,NA,6.8158,6.2942,1.28145,0.94635,1.4115,0.4812,1.64599774520857e-05,51.909931920601,48.090068079399,17.23290919616,82.76709080384,0.552879450223102,8.95676395056542,14.2114558667083,1.40798019040964,0.0920394561652778,74.7788810859283,55.4,5.5,17.4,12.4,0.499999999999989,8.8,100,8870.312,5.7,82750,377
