CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,OTHER_SRVC,SRVC75,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OPIOIDMAINT,OPIOIDWDRAW,OPIOIDDETOX,OPIOIDNAL,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG24,LANG9,LANG10,LANG22,LANG25,LANG26,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC30,SRVC34,SRVC33,SRVC64,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,HINUM,RCNUM,OPNUM,LOC5,LICEN,ACCRED
3835,GA,0,1,2,,0,,0,2,2,13,0,1,0,0,0,0,0,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,0,1,0,,,1,0,0,1,0,,,,,,0,1,1,1,0,0,0,0,0,0,0,,3,,0,1,1
3836,GA,0,1,1,,0,,3,2,2,10,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,,,1,0,1,1
3837,GA,0,1,2,,0,,4,2,2,9,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,1,0,1,0,0,0,0,0,D,,1,,0,M,1
3838,GA,0,1,1,,0,,5,2,2,5,0,0,0,0,0,0,0,0,,,,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,1,0,1,M
3839,GA,0,1,1,,0,,6,0,2,5,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,,,3,0,1,0
3840,GA,0,1,1,,0,,5,2,2,4,0,0,0,0,0,0,0,0,,,,,,M,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,,,3,0,1,M
3841,GA,0,1,2,,0,,6,6,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,,,2,0,1,1
3842,GA,1,1,4,,0,,5,5,2,14,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,1,1,1,1,0,,,,,,1,1,1,0,1,0,1,1,1,1,D,,4,,0,1,1
3843,GA,1,0,2,,0,,5,7,1,8,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,1,1,1,0,1,0,1,1,0,1,0,,1,,0,0,1
3844,GA,0,1,2,,0,,4,4,2,4,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,1,D,D,D,,,2,0,1,1
3845,GA,0,1,3,,0,,5,5,2,6,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,2,0,1,1
3846,GA,1,1,2,,1,1,5,7,2,12,0,0,0,0,1,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,,1,0,M,1
3847,GA,0,1,4,,0,,5,3,2,17,0,1,0,0,0,0,0,0,,,,,,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,D,1,0,,,,0,1,1
3848,GA,0,1,3,,0,,3,7,2,12,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,D,,,1,0,1,1
3849,GA,0,1,3,,0,,7,6,2,15,0,0,0,0,0,0,0,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,D,,,,0,1,1
3850,GA,1,1,6,1,1,1,6,7,2,12,0,0,1,1,1,1,1,1,0,1,0,1,1,2,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,0,,,,1,1,1,0,1,1,1,1,1,0,1,0,0,D,D,1,D,,,,0,0,1
3851,GA,1,1,2,,0,,5,5,2,11,1,0,0,0,0,0,0,0,,,,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,,,,0,0,1
3852,GA,0,1,2,,0,,5,4,2,11,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,D,,,3,0,1,1
3853,GA,0,1,3,,0,,7,2,2,13,3,0,0,0,0,0,0,0,,,,,,4,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,D,0,1,1,1,1,1,1,D,,,4,0,1,1
3854,GA,0,1,3,,0,,7,5,2,11,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,D,0,1,1,1,1,0,1,0,,,,0,1,1
3855,GA,0,1,3,,0,,5,7,2,9,0,0,0,0,0,0,0,0,,,,,,3,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,D,,,3,0,1,1
3856,GA,0,1,2,,1,1,5,2,2,8,0,0,0,1,0,0,0,0,,,,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,,,1,0,1,1
3857,GA,0,1,4,,0,,5,3,2,7,3,0,0,0,0,0,0,0,,,,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,D,,,3,0,1,1
3858,GA,0,1,6,2,0,,3,0,2,0,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,1,0,1,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,5,0,0,1
3859,GA,0,1,2,,0,,3,1,2,6,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,5,,1,0,0
3860,GA,0,1,2,,0,,1,2,2,5,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,1,0,0,0,0,0,0,0,,5,,1,0,0
3861,GA,1,1,2,,1,2,3,7,2,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,,,,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,2,,5,0,1,1
3862,GA,1,1,1,,1,3,2,7,2,1,0,0,1,1,0,0,0,0,,,,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,5,4,2,1,1,1
3863,GA,1,1,1,,1,2,7,7,2,10,0,0,1,0,1,1,1,0,0,1,1,1,0,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,,,,0,,,,,,0,0,0,0,1,1,1,1,1,1,0,5,,,0,1,1
3864,GA,0,1,2,,0,,3,4,2,10,0,0,1,0,0,1,0,0,,,,,,5,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,1,0,0,1,1,0,1,0,,,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,D,1,0,0,1,D,,4,3,0,0,1
3865,GA,0,1,3,,0,,6,5,2,12,0,0,0,0,0,0,0,0,,,,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,,,,0,1,1
3866,GA,1,1,1,,1,2,5,7,2,7,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,,,,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,5,,5,0,1,1
3867,GU,1,1,2,,0,,5,2,2,10,1,0,0,0,0,0,0,0,,,,,,5,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,,,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,1,3,1,1,0
3868,GU,0,1,2,,0,,6,2,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,,,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,1,2,1,1,1
3869,GU,1,1,1,,0,,7,2,2,9,3,0,1,1,0,1,1,0,,,,,,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,,,4,0,M,0
3870,GU,1,1,2,,0,,6,4,2,12,1,0,0,0,0,0,0,0,,,,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,,4,3,1,1,0
3871,HI,0,1,2,,0,,3,0,1,4,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,D,0,0,0,0,0,0,0,,,1,0,0,1
3872,HI,0,1,2,,0,,3,0,1,4,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,1,D,0,0,0,0,0,0,0,,,1,0,0,1
3873,HI,0,1,2,,0,,6,6,2,14,2,0,0,0,0,0,0,0,,,,,,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,,,0,,,,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,,,2,0,1,1
3874,HI,0,1,2,,0,,2,0,2,4,0,0,0,0,0,0,0,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3875,HI,0,1,2,,0,,4,0,2,5,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3876,HI,0,1,2,,0,,5,0,2,5,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3877,HI,0,1,2,,0,,5,0,2,8,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3878,HI,0,1,2,,0,,5,0,2,8,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3879,HI,0,1,2,,0,,4,0,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3880,HI,0,1,2,,0,,5,0,2,9,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3881,HI,0,1,2,,0,,4,0,2,6,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3882,HI,0,1,2,,0,,4,0,2,10,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3883,HI,0,1,2,,0,,4,0,2,8,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,2,0,1,1
3884,HI,0,1,2,,0,,5,2,2,5,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,,,2,0,1,0
3885,HI,0,1,2,,0,,5,0,2,9,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3886,HI,0,1,2,,0,,1,0,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3887,HI,0,1,1,,0,,5,0,2,5,0,0,0,0,0,0,0,0,,,,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,4,0,0,0
3888,HI,0,1,1,,0,,4,0,2,4,2,0,0,0,0,0,0,0,,,,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,0,0,0
3889,HI,0,1,2,,0,,6,2,2,13,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,,,2,0,0,0
3890,HI,0,1,2,,0,,6,2,2,11,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,,,2,0,0,0
3891,HI,0,1,2,,0,,3,2,2,11,2,0,0,0,0,0,0,0,,,,,,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,0,0,1,0,,,,,,0,0,0,0,1,1,1,1,1,1,D,,2,,0,1,1
3892,HI,0,1,2,,0,,6,0,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,2,0,0,0
3893,HI,0,1,1,,0,,6,1,2,11,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,0,0,0,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,D,,,1,0,1,1
3894,HI,0,1,2,,0,,6,0,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0
3895,HI,0,1,1,,0,,5,1,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,D,,,1,0,1,1
3896,HI,0,1,2,,0,,4,0,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3897,HI,0,1,1,,0,,6,1,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,1,0,1,1,D,1,0,,,1,0,1,1
3898,HI,0,1,2,,0,,5,0,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3899,HI,0,1,2,,0,,3,0,2,5,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,1,1
3900,HI,1,1,1,,0,,7,2,2,12,0,0,0,0,0,0,0,0,,,,,,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,,5,5,1,1,1
3901,HI,0,1,1,,0,,6,2,2,11,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,1,0,,,0,,,,1,0,0,1,1,1,0,1,1,0,1,0,1,1,D,1,0,,,2,0,1,1
3902,HI,0,1,1,,0,,6,0,2,4,3,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,,,1,0,0,0
3903,HI,0,1,1,,0,,4,1,2,7,0,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,,,1,0,M,1
3904,HI,0,1,2,,0,,6,0,2,10,0,0,0,0,0,0,0,0,,,,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,1,0,0,0
3905,HI,0,1,2,,0,,7,2,2,16,0,0,0,0,0,0,0,0,,,,,,3,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,D,,,3,0,0,1
3906,HI,1,1,1,,1,1,4,0,1,8,1,0,0,0,0,0,0,0,,,,,,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,,1,1,0,1,1
3907,HI,0,1,2,,0,,3,2,2,4,0,0,0,0,0,0,0,0,,,,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,,,2,0,1,0
3908,HI,0,1,2,,0,,4,0,1,3,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,,,2,0,0,1
3909,HI,0,1,2,,0,,3,0,1,4,0,0,0,0,0,0,0,0,,,,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,D,0,0,0,0,0,0,0,,,1,0,0,1
3910,HI,0,1,2,,0,,5,1,2,7,0,0,0,0,0,0,0,0,,,,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,,,1,1,1,0
3911,HI,1,1,1,,0,,4,2,2,10,2,0,0,0,0,0,0,0,,,,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,1,1,0,0,1,0,1,0,,,1,1,1,1,0,,,,,,0,0,0,0,1,0,0,0,0,1,0,,1,,0,1,0
3912,HI,0,1,1,,0,,1,0,2,2,3,0,0,0,0,0,0,0,,,,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,,,1,0,0,0
3913,HI,0,1,2,,0,,6,2,2,6,0,0,0,0,0,0,0,0,,,,,,M,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,D,,,2,0,0,1
3914,HI,0,1,1,,0,,6,0,2,13,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,,,0,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,D,1,1,D,,,5,0,1,1
3915,HI,0,1,1,,0,,4,0,2,12,2,0,0,0,0,0,0,0,,,,,,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,0,1,1
3916,HI,0,1,2,,0,,4,1,2,10,0,0,0,0,0,1,1,0,,,,,,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,D,,,5,0,1,1
