CASEID,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,HOSPITAL,LOCS,ASSESSMENT,TESTING,TRANSITION,ANCILLARY,SRVC75,SRVC71,SRVC85,SRVC87,SRVC86,OTP,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG11,LANG19,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC76,SRVC83,SRVC84,SRVC33,SRVC63,SRVC62,SRVC61,SRVC31,SRVC32,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,EARMARK,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,T_CLI1,T_CLI2,T_CLIHI,H_AGE1,HIMETNUM,HIBUPNUM,HIMATNUM,HOSPBED,T_CLI3,T_CLI9,T_CLI10,T_CLIRC,R_AGE1,RCMETNUM,RCBUPNUM,RCMATNUM,RESBED,T_CLI7,T_CLIML,T_CLI8,T_CLI6,T_CLI5,T_CLIOP,O_AGE1,OPMETNUM,OPBUPNUM,OPMATNUM,B_PCT,A_PCT,D_PCT,LOC5,LICEN,ACCRED
74,AK,0,1,2,,1,1,6,1,2,11,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,4,2,1,0,1,M
75,AK,0,1,4,,0,,6,0,2,8,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,4,1,1,,1,1,1,0,1,M
76,AK,1,1,2,,0,,5,5,2,15,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,1,1,0,1,0,,,,,,1,0,1,0,1,0,1,0,1,1,,,,,,,,,4,1,2,3,1,1,1,,4,,,,,,,,,,,2,4,2,0,1,1
77,AK,0,1,2,,0,,4,1,2,7,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,D,1,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,5,1,1,,5,1,1,0,1,1
78,AK,0,1,2,,0,,4,4,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,D,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,3,4,4,1,1,1,,5,1,1,1,1,M
79,AK,0,1,5,,0,,5,1,2,11,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
80,AK,0,1,2,,0,,5,6,2,12,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,0,1,0,1,0,0,0,1,1,,,,,,,,,1,1,4,3,1,1,1,,3,,,,,,,,,,,1,5,2,0,1,1
81,AL,0,1,2,,0,,3,2,2,9,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,4,5,4,5,5,1,1,,2,3,4,0,1,1
82,AL,1,1,3,,1,2,5,7,2,12,0,1,0,1,1,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,D,1,1,1,1,3,3,1,1,1,,3,1,3,1,2,1,1,3,,2,1,1,4,1,1,2,1,1,1,,2,3,3,0,1,1
83,AL,0,1,3,,0,,2,3,1,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,0,1,0,1,D,1,D,D,D,,,,,,,,,,,,,,,,,,1,1,1,4,1,2,1,1,1,,5,1,1,0,1,M
84,AL,0,1,1,,0,,3,3,1,7,0,0,1,0,0,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
85,AL,1,1,1,,0,,4,3,2,4,0,0,0,1,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,,,,,,,,,5,1,1,5,3,1,5,,5,1,1,3,1,1,1,2,1,1,,4,1,3,0,1,1
86,AL,0,1,6,1,1,1,6,7,2,13,0,D,0,0,0,,0,,D,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,4,2,2,0,M,1
87,AL,0,1,2,,0,,3,2,2,8,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,0,0,1,0,1,1,1,1,,,,,,,,,1,1,3,3,4,1,1,,3,,,,,,,,,,,2,4,4,0,1,M
88,AL,0,1,2,,0,,4,1,2,6,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,5,1,1,,4,2,2,0,1,M
89,AL,0,1,2,,0,,4,0,2,5,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,4,2,3,5,1,1,,5,1,1,0,1,M
90,AL,0,1,2,,0,,4,2,2,5,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,D,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,3,4,1,1,1,,2,4,4,0,1,M
91,AL,0,1,2,,0,,5,1,2,6,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,4,1,1,,1,1,5,0,1,M
92,AL,0,1,4,,0,,4,3,2,3,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,2,2,4,0,1,M
93,AL,0,1,2,,0,,2,1,1,9,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,1,1,1,0,1,0,0,0,1,1,,,,,,,,,1,3,1,2,1,1,1,,1,,,,,,,,,,,5,1,1,0,1,M
94,AL,0,1,1,,0,,4,3,2,4,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
95,AL,0,1,1,,0,,2,2,2,4,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,3,1,1,,1,5,4,0,1,1
96,AL,0,1,2,,0,,4,1,2,6,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,2,4,5,1,1,,2,1,5,0,1,M
97,AL,0,1,2,,0,,5,2,2,10,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,1,0,0,,,1,0,1,0,1,0,0,0,1,1,1,0,D,0,1,1,1,D,1,1,,,,,,,,,1,3,1,2,1,1,1,,2,1,1,1,5,2,4,1,1,1,,2,4,2,0,1,M
98,AL,0,1,2,,0,,3,1,2,8,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,2,4,2,0,1,1
99,AL,0,1,3,,0,,4,2,0,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,1,1,1,D,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,2,3,3,0,1,M
100,AL,0,1,1,,0,,1,2,2,4,0,0,1,1,0,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,1,1,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
101,AL,0,1,1,,0,,3,2,2,6,0,0,1,0,0,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
102,AL,1,1,1,,0,,3,7,2,9,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,1,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,5,3,1,3,1,3,1,1,5,0,1,1
103,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,4,1,1,1,1,1,1,1,1,1,1,1,5,0,1,1
104,AL,0,1,2,,0,,5,1,2,7,M,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,4,1,2,0,1,M
105,AL,1,1,1,,1,2,6,2,2,9,0,1,0,1,1,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,1,1,0,1,1,M,1,0,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,1,5,1,3,1,5,1,1,5,,4,1,1,0,1,1
106,AL,0,1,1,,1,2,1,1,2,8,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,1,1,0,1,0,D,0,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
107,AL,1,1,1,,1,2,6,2,2,6,0,0,0,1,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,1,1,1,0,,,,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1,5,3,5,3,1,3,,1,,,,,,,,,,1,1,4,5,5,5,5,1,5,,3,1,4,0,1,1
108,AL,0,1,2,,0,,4,2,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,1,4,4,1,1,1,,4,,,,,,,,,,,2,3,4,0,1,M
109,AL,0,1,1,,0,,2,2,2,2,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,3,1,1,,2,3,3,0,1,1
110,AL,0,1,2,,0,,3,3,2,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,4,1,1,1,,4,3,1,0,1,M
111,AL,0,1,2,,0,,1,2,2,1,0,0,0,0,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,2,1,1,,1,2,5,0,1,M
112,AL,0,1,1,,0,,2,1,2,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,1,2,5,0,1,1
113,AL,0,1,1,,0,,4,3,0,4,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
114,AL,0,1,2,,0,,2,3,1,7,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,,0,0,0,0,,0,,,1,0,1,1,0,,,,,,0,0,1,0,1,0,0,0,0,0,,,,,,,,,1,3,1,3,1,1,1,,3,,,,,,,,,,,2,1,5,0,1,M
115,AL,0,1,3,,0,,5,1,2,6,0,0,0,0,0,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,3,1,1,1,1,1,,1,5,1,0,1,M
116,AL,0,1,2,,0,,3,1,2,6,0,0,0,0,0,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,3,3,1,1,1,,2,4,4,0,1,M
117,AL,0,1,2,,0,,2,1,1,3,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,3,5,1,1,1,,1,3,5,0,1,M
118,AL,0,1,2,,0,,3,1,2,5,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
119,AL,0,1,2,,0,,5,1,2,3,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
120,AL,0,1,2,,0,,6,3,2,10,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,5,1,1,0,1,M
121,AL,0,1,6,1,1,1,6,7,2,13,0,0,0,0,0,,0,,1,0,,,,,,,,,,,,,,,,,,,,,0,1,1,,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,5,5,1,1,1,,5,1,1,5,5,1,1,1,,4,1,1,1,1,1,1,1,1,1,,4,1,1,0,1,1
122,AL,0,1,1,,0,,5,2,2,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,4,1,3,1,1,1,,2,4,2,0,1,M
123,AL,0,1,1,,0,,2,1,2,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,1,,2,3,3,0,1,1
124,AL,0,1,2,,0,,4,1,2,7,0,0,0,0,0,,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,3,3,1,1,1,,3,2,2,0,1,M
125,AL,0,1,1,,0,,5,6,2,12,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,,,0,,,,1,0,1,1,0,1,0,0,0,0,1,0,0,1,D,1,,,,,,,,,,,,,,,,,,1,4,1,1,1,4,1,4,4,4,1,1,5,0,1,1
126,AL,0,1,2,,0,,3,6,2,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,0,0,1,D,D,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,3,2,2,0,1,M
127,AL,0,1,2,,0,,2,2,2,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,0,0,0,,,1,0,0,1,0,,,,,,1,1,0,0,1,0,0,0,0,0,,,,,,,,,1,1,5,4,1,1,1,,4,,,,,,,,,,,5,1,1,1,1,M
128,AL,0,1,2,,0,,6,6,2,11,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,4,5,5,1,1,1,,5,1,1,0,1,1
129,AL,0,1,1,,0,,4,3,2,4,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,1,1,1,5,1,5,5,1,1,,2,3,3,0,1,1
130,AL,0,1,2,,0,,2,1,2,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,0,0,,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,,,,,,,,,,,,,,,,,,1,1,1,5,4,5,4,1,1,,2,1,5,0,1,M
131,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
132,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
133,AL,0,1,1,,0,,2,2,2,1,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,2,5,0,1,M
134,AL,0,1,2,,0,,3,4,1,7,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,1,0,1,0,0,,,,,,0,0,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
135,AL,1,1,1,,0,,3,2,2,10,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
136,AL,0,1,2,,0,,1,2,2,4,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,0,0,,,0,,,1,0,0,1,0,,,,,,0,1,1,0,1,0,0,0,0,0,,,,,,,,,1,1,3,3,1,1,1,,3,,,,,,,,,,,5,1,1,1,1,M
137,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
138,AL,1,1,1,,0,,3,3,2,10,0,0,1,1,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,5,1,1,1,5,1,5,1,5,1,1,5,0,1,1
139,AL,0,1,2,,0,,4,2,2,14,1,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,1,1,0,0,,,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,,,,,,,,,1,1,4,3,1,1,1,,3,1,1,1,4,1,3,1,1,1,,5,1,1,0,1,M
140,AL,0,1,2,,0,,5,1,2,2,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,1,0,0,0,,,0,,,,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,1,5,5,1,1,1,,4,2,2,0,1,M
141,AL,0,1,1,,0,,2,6,2,3,0,0,1,0,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
142,AL,0,1,1,,0,,3,6,2,10,0,0,1,0,0,1,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,,,0,,,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,1,3,1,1,1,3,1,3,1,3,1,1,5,0,1,1
143,AL,0,1,2,,0,,3,1,2,5,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,M
144,AL,0,1,2,,0,,4,3,2,6,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,1,1,1,,4,2,1,0,1,M
145,AL,0,1,2,,0,,5,2,2,13,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,1,0,,,0,,,,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1,3,1,2,1,1,1,,2,1,4,1,M,M
146,AL,0,1,2,,0,,2,3,1,5,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,0,,,0,,,1,0,0,1,0,,,,,,0,1,0,0,1,0,0,0,0,1,,,,,,,,,1,1,1,1,1,1,1,,1,,,,,,,,,,,,,,0,M,M
147,AL,0,1,2,,0,,5,2,2,6,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,0,0,0,,0,0,0,0,0,,,0,,,,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,5,1,1,0,1,M
148,AL,0,1,1,,0,,3,0,0,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,,,0,,,,1,0,0,0,0,1,0,0,0,0,1,D,D,D,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,3,4,0,M,M
149,AL,1,1,1,,0,,3,6,1,7,0,0,1,1,0,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,,0,0,,,0,,,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,5,4,1,1,1,4,1,4,1,4,1,1,5,0,1,1
150,AL,0,1,2,,0,,1,1,2,2,0,0,0,0,0,,0,,1,1,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,1,0,0,,,0,,,,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,1,1,1,1,4,4,1,1,1,,1,1,5,0,1,M
151,AL,0,1,6,1,1,1,3,7,2,6,0,0,0,0,0,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,,0,0,0,,,0,,,,1,0,0,0,0,1,0,1,1,0,0,0,1,D,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
